r_a1a2 = 3502 mm  at t = 5591712 ms, current time = 10.048
r_b1a2 = 2514 mm  at t = 2668959 ms, current time = 10.064
r_a1b2 = 4485 mm  at t = 5591745 ms, current time = 10.08
r_b1b2 = 3516 mm  at t = 2668991 ms, current time = 10.097
r_a1a2 = 3479 mm  at t = 5591828 ms, current time = 10.164
r_b1a2 = 2500 mm  at t = 2669075 ms, current time = 10.18
r_a1b2 = 4518 mm  at t = 5591861 ms, current time = 10.196
r_b1b2 = 3516 mm  at t = 2669107 ms, current time = 10.213
r_a1a2 = 3516 mm  at t = 5591944 ms, current time = 10.279
r_b1a2 = 2552 mm  at t = 2669190 ms, current time = 10.296
r_a1b2 = 4527 mm  at t = 5591976 ms, current time = 10.312
r_b1b2 = 3507 mm  at t = 2669223 ms, current time = 10.328
r_a1a2 = 3525 mm  at t = 5592059 ms, current time = 10.395
r_b1a2 = 2533 mm  at t = 2669306 ms, current time = 10.412
r_a1b2 = 4476 mm  at t = 5592092 ms, current time = 10.429
r_b1b2 = 3511 mm  at t = 2669339 ms, current time = 10.446
r_a1a2 = 3502 mm  at t = 5592176 ms, current time = 10.512
r_b1a2 = 2514 mm  at t = 2669423 ms, current time = 10.529
r_a1b2 = 4527 mm  at t = 5592209 ms, current time = 10.545
r_b1b2 = 3493 mm  at t = 2669455 ms, current time = 10.561
r_a1a2 = 3474 mm  at t = 5592291 ms, current time = 10.627
r_b1a2 = 2486 mm  at t = 2669538 ms, current time = 10.643
r_a1b2 = 4499 mm  at t = 5592324 ms, current time = 10.66
r_b1b2 = 3553 mm  at t = 2669570 ms, current time = 10.676
r_a1a2 = 3483 mm  at t = 5592406 ms, current time = 10.742
r_b1a2 = 2514 mm  at t = 2669652 ms, current time = 10.758
r_a1b2 = 4485 mm  at t = 5592438 ms, current time = 10.774
r_b1b2 = 3479 mm  at t = 2669685 ms, current time = 10.79
r_a1a2 = 3516 mm  at t = 5592521 ms, current time = 10.857
r_b1a2 = 2505 mm  at t = 2669767 ms, current time = 10.873
r_a1b2 = 4513 mm  at t = 5592553 ms, current time = 10.89
